,Product Name,Product Descriptions
701,Bruce Springsteen - Born In The U.S.A. - CD,"Digitally remastered edition. Born in the U.S.A. is the seventh studio album by American rock singer-songwriter Bruce Springsteen, released on June 4, 1984. A critical and commercial success, it found Springsteen marking a departure in his sound. While it's predecessor, the dark and acoustic Nebraska, featured songs of pessimism and isolation, Born in the U.S.A.'s lyrics expressed signs of hope in the daily fight of the ordinary American in following the American Dream, a new feeling complemented by synthesized arrangements and a pop-flavored, radio-oriented sound that helped Springsteen to extend his popularity and appeal to mainstream audiences. The album was supported by an enormous commercial campaign that helped create several hit singles, as well as remixes and music videos. Born in the U.S.A. was the best-selling album of 1985 in the United States (and also Springsteen's most successful album ever), selling 15 million copies in the U.S alone, and 30 million worldwide. Bruce Springsteen - Born In The U.S.A. - CD:  The album produced a record-tying string of seven Top 10 singles (tied with Michael Jackson's Thriller and Janet Jackson's Rhythm Nation 1814) and also a worldwide concert tour (the two-year Born in the U.S.A. Tour) that was a success.  The album was lauded by most critics and is often considered one of Springsteen's finest albums (Rolling Stone magazine rated it the 86th-greatest album of all time, his second on the list) along with his 1975 breakthrough, Born to Run.  The scathing condemnation of the title track is often misinterpreted as a patriotic anthem as a result of the repeating chorus. "
702,Anderson .Paak - Malibu,Not KNownMalibu
703,Torches (Gold Series) (CD),Details Coming SoonTorches (Gold Series) (CD)
704,Steely Dan - Very Best of - CD,"2009 two CD compilation. Steely Dan have sold more than 30 million albums worldwide, and helped define the soundtrack of the '70s with hits including 'F.M.,' 'Reelin' in the Years,' 'Rikki Don't Lose That Number,' 'Peg,' and 'Hey Nineteen' (amongst others), culled from their seven platinum albums issued between 1972 and 1980. They reunited in the early '90s and have toured throughout the decade and beyond, releasing multi-Grammy winner Two Against Nature in 2000 and it's acclaimed follow-up Everything Must Go in 2003. They were inducted into the Rock and Roll Hall of Fame in 2001. Features 33 tracks. Universal.Steely Dan - Very Best of - CD"
705,Party Tyme Karaoke: Hair Bands (CD),"Details Coming SoonParty Tyme Karaoke - Hair Bands includes instrumental remakes of charted songs of the genre including ""Cherry Pie,"" ""Once Bitten Twice Shy,"" ""Unskinny Bop,"" and ""Here I Go Again."" This karaoke disc does not contain music made by the original artists. ~ Al Campbell, Rovi"
706,Luke Combs - This One's For You - CD,"2017 release from the 27 year-old Asheville, North Carolina country music sensation. With gritty, grizzled vocals, brazen songwriting talent and one hell of a live show, Luke Combs stormed onto country music landscape as a force to be reckoned with.Luke Combs - This One's For You - CD  Country Combs' debut smash radio single ""Hurricane"" quickly became a staple anthem for country fans. After attending Appalachian State, Combs, a true road warrior, built his avid fan base, delivering over 200 rowdy, hold-nothing-back shows per year  Record Label : Sony "
707,The Allman Brothers Band - Allman Brothers Live at Fillmore East - CD,"This Allman Brothers classic comes home to Capricorn Records sporting remastering from the original master tapes and packaging authentic to the original LP release (2 complete LPs on 1 CD). Tracks: quot;Statesboro Blues,quot; quot;Done Somebody Wrong,quot; quot;Stormy Monday,quot; quot;You Don't Love Me,quot; quot;Hot 'Lanta,quot; quot;In Memory of Elizabeth Reedquot; and quot;Whipping Post.quot;This Allman Brothers classic comes home to Capricorn Records sporting remastering from the original master tapes and packaging authentic to the original LP release (2 complete LPs on 1 CD). Tracks: ""Statesboro Blues,"" ""Done Somebody Wrong,"" ""Stormy Monday,"" ""You Don't Love Me,"" ""Hot 'Lanta,"" ""In Memory of Elizabeth Reed"" and ""Whipping Post."""
708,Various Artists - Party Tyme Karaoke: Super Hits 35 (Various Artists) - CD,Various Artists - Party Tyme Karaoke: Super Hits 35 (Various Artists) - CD
709,Super Hits (Remaster) (CD),Details Coming SoonSuper Hits (CD) (Remaster)
710,Hugh Jackman - Greatest Showman - CD,"Two CD edition includes a bonus CD containing instrumental (karaoke) editions of all 11 of the album's tracks. The Greatest Showman is an original musical that celebrates the birth of show business and was inspired by the ambition and imagination of PT Barnum. The film is directed by Michael Gracey, with music from Academy Award winners Benj Pasek and Justin Paul and stars Hugh Jackman (PT Barnum), Michelle Williams, Zendaya, Zac Efron and Rebecca Ferguson.Hugh Jackman - Greatest Showman - CD"
711,Signals (remastered) (CD),"This re-release features 20-bit digital remastering from the original master tapes and deluxe packaging faithful to the original album release. Track listing: quot;Subdivisions,quot; quot;The Analog Kid,quot; quot;Chemistry,quot; quot;Digital Man,quot; quot;The Weapon,quot; quot;New World Man,quot; quot;Losing Itquot; and quot;Countdown.quot;Signals (remastered)"
712,Soundtrack of My Life (CD),"For nearly five decades, Donny Osmond has been making a difference in people's lives. To mark the occasion, Verve is delighted to announce the release of Donny's 60th album. Soundtrack of My Life, is just that: A summary of Donny's extraordinary life so far. Each track tells a story, tracing the high and low points of both his professional and personal life from becoming a child star to achieving multiple No. 1's, selling over 100 million records, and becoming a worldwide heartthrob. He has continually proven himself to be not only a critically acclaimed singer and songwriter, but also a compassionate humanitarian, a man of principle and faith, and most importantly a good son, husband and father. Donny and Debbie, his wife of 31 years, have five children and two grandchildren.Soundtrack of My Life (CD)"
713,Working Men (CD),"2009 live collection from the Canadian trio featuring one previously unreleased track: 'One Little Victory'. Working Men contains live cuts pulled from their live albums Rush in Rio, R30, and Snakes & Arrows Live. Includes scorching versions of 'The Spirit of the Radio', 'Tom Sawyer', 'Limelight' and many more.Working Men"
714,The Best Of N.W.A. (explicit) (CD),"N.W.A.'s greatest hits compilation, THE STRENGTH OF STREET KNOWLEDGE, includes tracks like quot;Straight Outta Comptonquot;, quot;Appetite for Destructionquot;, quot;F*#k Tha Policequot; and more.."
715,Jimi Hendrix - Cry of Love - CD,"Digitally remastered edition of this posthumous album released shortly after the guitarist's death. Released in 1971, THE CRY OF LOVE revealed the new music Hendrix had been preparing for FIRST RAYS OF THE NEW RISING SUN, the ambitious double album the guitarist was working on at the time of his death. This was the first of the posthumous releases in the Jimi Hendrix catalog and probably the best as it collected most of the studio tracks that were either completed or very near completion before Hendrix died. Some of these tunes, like ""Angel"" and ""Ezy Rider,"" have become well-known pieces in the Hendrix canon, but they sit alongside lesser-known gems like ""Night Bird Flying"" and the Dylanesque ""My Friend."" Cry of Love as an album has been rendered as a footnote, since the Hendrix estate has recompiled, to Hendrix's specifications, First Rays of the New Rising Sun. This (originally double) album set contains not only the entire Cry of Love LP, but the best studio tracks from Rainbow Bridge, War Heroes, and Crash Landing, presented in drastically improved sound. ~ Sean Westergaard, Rovi"
716,Calvin Harris & Sam Smith - Promises - Vinyl,Details Coming SoonPromises (Vinyl)
717,Lovehatetragedy [Bonus Tracks] [Limited Edition] [Remastered] (Limited Edition) (CD),PAPA ROACH / LOVEHATETRAGEDYLovehatetragedy
718,My Favorite Things (Vinyl),Limited audiophile 180gm vinyl LP repressing of this classic album including digital download.Limited audiophile 180gm vinyl LP repressing of this classic album including digital download.
719,The Best Of,"Rap music innovators A Tribe Called Quest showcase their legendary style with this BEST OF collection. The compilation features fifteen influential tracks from the universally acclaimed group, including quot;Can I Kick It,quot; quot;Bonita Apple bum,quot; quot;Check the Rhime,quot; quot;Oh My Godquot; and more.The Best Of"
720,The Sound Of Today: Tweens Rule!,The Sound Of Today: Tweens Rule!SOUND OF TODAY-V/A
721,A. Dvorak - Dvor K: Symphony No. 9; Carnival Overture [CD],"A. Dvorak - Sym No 9 In E Minor (CD NEW)  Label: Hanssler  Format: CD  Release Date: 08 Sep 2009  No. of Discs: 1  EAN: 4010276022428   Album Tracks   1. I. Adagio - Allegro molto  2. II. Largo  3. III. Molto vivace  4. IV. Allegro con fuoco  5. Carnival, Op. 92, B. 169  A. Dvorak - Dvor K: Symphony No. 9; Carnival Overture [CD]"
722,Four: Deluxe,Details Coming SoonFour: Deluxe
723,Tazmania Freestyle Vol. 3 / Various,"15 Freestyle classics from one of the independent labels that helped kick-start the movement featuring the popular Freestyle artists Samantha, Self Image, Gina Lanze and more [Note: This product is an authorized, licensed CD-R and is manufactured on demand]Tazmania Freestyle Vol. 3 / Various"
724,"Nudges Steak Grillers Dog Treats, 36 Oz","Extend the joy with your four-legged friend a little longer with these Nudges Steak Grillers Dog Treats in a 36 oz resealable bag. They are a delicious snack that's made with real USA-raised beef, which is also the number one ingredient. These wholesome dog treats are tender and have an irresistible smokey flavor. They are a wonderful way to bring the taste of grilled food to your pet. Feed them to your furry friend as a treat or reward. They don't contain any corn, wheat or soy. These treats also don't have any artificial flavors or preservatives. Nudges Steak Grillers Dog Treats:  Beef is the #1 ingredient All natural ingredients No artificial flavors. No artificial preservatives. No animal by-products Easy to tear into bite-sized pieces   "
